groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,participantlabel1,participantlabel2,participantlabel3,participantlabel4
304,0,0,0,0,8,17,11,10,16,16,15,8,656a45f50e3a147cd0cb8216,6773d59aa284390b95f4d8ca,5f2f03deec679e2cf4a992e6,6658bbefeacd7bcadeef885f
305,0,0,0,0,9,12,14,1,8,9,16,1,63e891d4658dea6e9aa9f7e5,62d6e13998d56285df900a20,5ed7a0239e6b4a23ec6eb236,673cf0b78dcb815764f01d60
306,0,0,0,0,22,19,13,11,17,19,8,10,6150a7aff22eb4723de2341a,5eeab707bff1be1e72f1f633,5d45ed2a23a1260018201b2c,5c8ef4072a1b22000198f6bf
307,0,0,0,0,8,12,4,3,4,15,13,8,66bdde69417a86ba178f7871,677ed5bd4c077581a694a164,5fdbdc853ce8060db67cf718,61605cf244c21516200527ce
308,0,0,0,0,18,11,26,13,16,12,21,13,6737def2030a986e14ef59cb,6462c584d3863d452bc1f8d2,601017ce4f1db9279c1f2b7c,676aa6bfdda58087a94af1ea
309,0,0,0,0,0,9,3,16,10,11,2,18,611a534847508cf4efe439f9,607f6a3e3157ca7c42964372,63d7bb4b4f64b1f8a2d4d790,5e2eb30e270214000b247d1b
310,0,0,0,0,14,6,10,10,18,5,4,12,5eb6cf3ef3a1805c660fd56c,5fdf8fe29f4b9e80cc7f7f7d,673d2104b265ff9ce425c9c4,66a7cfbe34912bdc644b6bf5
311,0,0,0,0,17,22,0,17,9,24,4,21,5f05cf1309b0de08fd3bd4cf,64d53aae0f3f7317f6eb617e,59af9c33c05bb50001eb3713,5f204db86a1b2a30a723f56c
312,0,0,0,0,1,16,12,17,10,16,20,11,67dc70145c70ad07748b3f1b,5e2e17e59e151c40ac987b9e,5953acc10dd7710001aec19e,676ec481c17c48bbacd2b705
313,0,0,0,0,18,10,20,8,19,9,17,8,60b7cd1687a411b4e02eba3c,56cf6e8d31a5bc0006e1cdf5,62714f1a980371802eccdfd3,647772cbbcf3dd8797b10f9c
314,0,0,0,0,9,24,8,12,3,16,0,16,5ea07fc202b8bd05bb59bc38,6676d189dcbd4eca274768b2,5dd3e852b988873c617cd21a,5c47910330525a0001038e30
315,0,0,0,0,18,9,17,28,17,0,9,28,6157a19a19a618c6119bf7d7,5f19a31716df47000afd57ce,6384cf522167536e362934dc,68b3c63916774f55f8c048f4
316,0,0,0,0,12,14,10,8,12,12,12,10,65cbf8c525b3403076c1dfb2,5dfb693a73d72487b1fe495b,6643fed25c5bac6cc2c0d290,5fec06ae197628d566cdc782
317,0,0,0,0,17,16,11,17,12,13,18,9,6658b30062d843bf6874d994,60d22e68bb03e1da436b8b7c,61524d51b20fcebb8f619497,5ec2e1172a43ea10303ba617
318,0,0,0,0,9,16,14,5,4,18,21,2,6619905e9641e5ab6b15bb66,5bbdea3d8f3bd70001e77572,5a9dd20b4eecca0001dd9f1d,6658b8079bdcfc7da425e0ec
319,0,0,0,0,19,4,9,10,16,11,8,13,5e0629a51d46070022c94ac9,62aa52ae32aaffff6bb00cf1,66d06140564a084d32a0f6f4,63d8966cb1c8fda2f6006864
320,0,0,0,0,16,8,22,20,11,16,22,28,65d9f7d2bd4d3cddb74feb06,663a84816f35764e308569b8,5cbb9a4b96211700015d0e2b,57dd4c6f73e67300012b7ed6
321,0,0,0,0,11,24,17,20,8,20,18,19,6727e0171aa10b98bbb580c1,5cfc7489e289a80016b6e29f,667b4043a7f74c3ff540a60d,634d7d8529bd1d76eca30b0d
322,0,0,0,0,9,14,18,8,11,19,24,11,614f571879ee135c5a579e08,67164d40becf6c95181afe97,5f7b57047176230f05db2a3e,5cfe8afe31c8d200158fd222
323,0,0,0,0,22,19,11,9,21,20,12,14,6317b7a699896d5d934ef262,5d753f9afaed210001bf2ea0,66d035e529e80315f590ecce,61531a9bd8acf4e88e083892
324,0,0,0,0,10,4,16,8,8,8,12,4,6716822eb9d3278193c791ad,60dccadad77a371b1b6d8609,62fcd411235f5eb27a9c02c5,6705098b0c28b1ddf3ceb7c4
325,0,0,0,0,20,16,11,13,17,16,16,6,632350c0d7fc6d4474f3f142,6658ccce522b5c7e8975311e,655796b1800b1fea9ae3d51f,660ea65b18972d0e6a14a896
326,0,0,0,0,12,17,18,21,13,18,18,16,642b083df2d7cd6133db4899,59b2d1e1773f41000148789e,56cefc4cb009e1000aa73684,63d79d53ec3bf658736d2a5d
327,0,0,0,0,20,18,14,14,17,18,18,16,60524a9ece19f6b376473cf7,660dfb0b513cd3c8af03656e,6501b7fd7c5faeb580b81204,6788d3955e9c0345fd53cc36
328,0,0,0,0,10,17,12,16,12,20,8,16,612f350052a72eaeac5b9703,66ab892125fb6f8825debf2d,5af4579eb625f70001e0cfad,661db80bbbbc4861da7f75dd
329,0,0,0,0,19,16,8,9,17,9,9,9,63a4af8f8b8722876fa88952,6682aacb34af2ad8b3b08de1,596a3b32670f410001fe95d9,63eb4aeb58b63438ec09f5d2
330,0,0,0,0,9,8,18,9,16,11,17,9,615cb147f04efc8a8c2ff1e5,5ff7191fc4d15f3308c4365c,63654b4f395f847a8a5ee6fd,5b24f3487481b70001274508
331,0,0,0,0,8,19,20,25,8,17,18,17,6779a9e873c439d6c6366b0b,58945874b5496d00018cfe1c,6777fc50f16a1bc11113d41e,5f48f497fae2763d537d2e6b
332,0,0,0,0,21,9,8,2,17,12,4,8,65ea2338b69830395ec7d5fb,66881fbe723bc57d75a2c268,5d544c78ee3a4700164ee73f,640b816df86dcee615619d0d
333,0,0,0,0,8,20,10,18,10,16,4,21,64b00963c1ea5bb33dc30910,64337cc5c12109dc730de8c6,64136f616f4202871d6bb12e,616c056b42e788ef31efc4b0
334,0,0,0,0,14,13,17,24,11,18,19,16,6266aa7132e3a5bf1631ac1b,570157c6917228000d8d4b6a,6639ebf807878b4110374f02,5b79dfb9db11320001c3d3f4
335,0,0,0,0,12,16,9,12,20,16,16,10,5fc10a4e1de4be09d6c3d2e7,55057a56fdf99b5b566a70bb,63ecfe7a1e5faf247a255ac2,633efb4374ec6abb48f9c024
336,0,0,0,0,9,8,2,19,17,8,8,21,66059f963a23728d14c38374,5ea18fee43087803c739ccef,63b5aa16123c924d9f4c4f76,665daf967d49ecde0b65ec09
337,0,0,0,0,17,17,4,16,16,16,8,17,5e9edad6e7784d016ed87b36,6654c3056acf3abb982b23ab,66cdd84edb93e30caa9931ea,6743905b3105844d1c76e0b5
338,0,0,0,0,10,14,10,9,12,10,17,12,675e02029aa335ffeda0b1e0,643480e93c33701dfe923abd,5f7750471fcf840f542f6081,67d97337faf4d981fef4baed
339,0,0,0,0,6,5,20,17,3,10,11,10,65f07a7446073902ed31d06d,62a7c4d5266dfb89bf94fec8,63d7b72765ddb017724e78d3,6695991a6db58bdcd2d1e388
340,0,0,0,0,12,12,17,24,16,19,14,17,62aa3e37751b77e6b2ac96d3,6081927660b125bdbfdf4fc9,682fddb84f4282d76a7662da,63b5681c49af1cbe651420bc
341,0,0,0,0,9,9,10,16,11,14,10,16,5e01451c6e8aabd0d17df3a9,5e3891a0ffe78b000a8a4124,67574e135dc4f196b03c2bdb,5d88f2f8cefb52001a83f1b2
342,0,0,0,0,8,8,17,0,9,5,16,16,67803b5508f3d995ef13696b,5d4c7ac3e8ec490018b0050d,614e6f4f00a9e94b123316d3,66e804006fa64fe4f37ae7b8
343,0,0,0,0,28,9,10,17,17,16,11,19,58bbed6fab807a000184525d,656b60492a4c0dfb7da33db6,665bae8786e39a9d3071ef7c,595572800f4082000101fc2c
344,0,0,0,0,16,9,5,17,17,11,8,17,666062eebeee2e91dcde4add,615845566d2ac3e43b25c28c,67ceb35b4792192fccbb19c9,62b8b2be4c2b1d481f4f68c0
345,0,0,0,0,1,27,17,4,3,25,17,19,597a72293a82ba000141d7b0,60fdd5732c9e665b27eac15e,6266f2db800b9205ce65d05c,67ad86b9b4d569cb4cebbca9
346,0,0,0,0,17,12,23,19,26,9,16,19,675a2864cf3d9d870639c42b,66abf0c472f051b5e40cfbfd,5c46014e8ea58000016e3d9c,5a9aafe7f6dfdd0001ea8f95
347,0,0,0,0,16,11,13,0,10,10,16,12,5d989b3f4ce5d302eb847d7d,66356ffe9661f0497f3860c8,661ec48c618b7a27e5a9077a,6641117cda95560cf9e019dc
348,0,0,0,0,14,4,16,16,8,7,13,10,67dfe03e3462a61bd4ca343c,562cd833733ea000111632ba,677190387a0036c4a844a934,66a2552f0ea42faf500dfc94
349,0,0,0,0,9,8,13,20,16,10,16,9,612288fe5afea1bf6b8a197e,60f66b38400931540fac7952,5e1da370b734b411521e22ed,6656119c51d601a4abe8d5e9
350,0,0,0,0,19,1,10,9,24,2,17,8,5c7135f1bd8e00000172fdf5,67ea8e9f51f8c1e6ffbb8f3b,60e3a25e8be835f754795d93,63ebbb358ff6781d8dc68cdb
351,0,0,0,0,4,8,16,16,10,3,19,16,5dd4767b32288646716dc98a,5707c88f374137000fbc5aec,561487ad7ffc8a0012812266,672257bc1a2a2082750a1a44
352,0,0,0,0,5,9,24,17,8,11,10,11,66364f7e853a9e70d8509fc7,6723b48ee32121e982a935b6,6616b6dfc31bbc3c8d62c438,5f1088e27a43fe0c64ca5814
353,0,0,0,0,11,12,10,16,16,11,9,12,6641e03952c9dba1ebae3c99,648174282bcdf5119b9105ca,661124ea6eb49e5f25077328,59d55345078dbe0001951379
354,0,0,0,0,8,10,9,17,12,13,10,12,66fa0c80835daf2b640a6711,5dfa87ae0562057caa68989c,5c3f18cf105d550001417ef0,66b2043f65c48323e4769a1b
355,0,0,0,0,9,3,18,10,12,6,13,8,5a7cbb71f49c9a0001f33ab3,65d515e376d72f9184ef8a5b,56f597c5736c79000b228052,65351fa84854d12a1bafa906
356,0,0,0,0,9,16,18,18,11,18,13,18,60ff1f78061fc7decaf31f11,6582d635d22e507514470db9,5c9e74d8dae4e80016bef814,678ac420198b4772d95163a3
357,0,0,0,0,5,26,13,19,16,22,11,20,67a5669452a6651f8be0b0bc,67537f5a035398beef5894bf,5f485c765324cf1ed7d564cd,5ff5f7ad932d56101bf7c90d
358,0,0,0,0,18,11,13,12,11,14,17,15,63d79ec6066dded174db38e9,598c4b28cceb0f0001b39675,654a436559c109f11f220233,5c0430c71a20110001e9b05a
359,0,0,0,0,11,21,3,4,17,22,3,9,602d1d984787306b190f0b43,5537b204fdf99b51eefed679,66d9a9dfafa9f033be6ee60a,64f6611aac44a3499e6c108e
360,0,0,0,0,9,24,8,9,16,17,8,2,5a6adef80384310001944ba8,60ddc62b071a009e0b0c2922,604fec1a89348e21e8a327c0,600f455bb9d3f7107e673797
361,0,0,0,0,13,24,3,19,16,25,10,17,5f0b55881fba44459a99b5e6,60ef2700e476748689a999f7,68a09fd470dc64f51f7ef871,67659f81e052dae14b5dda86
362,0,0,0,0,13,26,17,13,0,17,13,14,66913a161a5d771c88f45fcd,6654a2df10c7cedfd3835bb1,5b25740da7cee100011d884b,68170639452bbe43f589a84b
363,0,0,0,0,23,11,16,10,21,19,16,16,6414da4319877aa1e31c301b,5d8b66f5d189bd001a378273,67d0647157996203f3da1743,65ce22d6bf3cf27376a9babd
364,0,0,0,0,10,8,9,11,16,8,13,16,57f8ddd1be670900012e57ee,622921142ed6785f172cae98,6779028d197d300c35b61acc,5b68c9eb87af310001584803
365,0,0,0,0,14,23,9,16,16,14,10,17,677ad1a58ec54f1186b60f8b,5cb89d1f4609940017b22d09,60b1073cfd6d4ef92a3fed74,6716bb01dce6ef13bc1f70f8
366,0,0,0,0,16,24,10,3,20,12,13,10,6500a6309a82e5f2bda12731,6636db94fa3ed150c2d78447,652e8ba76fd669377040d788,5c35c97cf9fb230001841017
367,0,0,0,0,10,16,17,16,10,18,19,9,615aa08d1a0ab4eb57d08af2,663140c398e19ff9b77d4663,5d2fc33c3af1410018f872ae,6147977262b03875e6bb73d2
368,0,0,0,0,8,16,8,16,9,16,13,20,63b5a88ec37efbd8f3cf0329,63e55bb2f8e6aec6a4031bd8,5caf6864971a7b0012dc7562,5d11558ba4eb0400163a3c9a
369,0,0,0,0,11,4,25,20,16,12,18,17,63fb5a9398071d7a019d919d,5fa4b51274ac2816b05d409a,63ef8fcef7ec4e0d8d2d5bba,5e6af189bdaa1a0b355f63ae
370,0,0,0,0,11,11,18,17,12,10,19,10,5afe338a4256e90001d5c64b,5f2447bc5eb3020009277023,677ac5abfeff92f43b1755ba,66a09fe785573924735fc76f
371,0,0,0,0,16,6,17,9,16,8,12,13,613f7448024f8c83223aab4d,59984512a7b24000015233f5,59fc2094087f2e0001ead5fa,6756558ea22ec5575ec8cae4
372,0,0,0,0,9,19,17,12,16,16,18,15,60eec3167edb315c9031c9e7,5c95493ddd325800166f838a,62d6d87d91cf24a3c1c0f10c,5f40c670f10f171ff50afe48
373,0,0,0,0,10,11,11,10,10,16,11,15,66d890366a2497885067a8f8,677202a403db75ca074f9b2e,672931da14bedacc4b738eb7,638a063fb638db20ce2856f8
374,0,0,0,0,25,12,8,13,18,16,8,17,5ea00a8a39c0f00008064b2b,67320610635afc65498583cb,56ca3e3237d66c000c59a891,65c9b58f453a4edb808a02ee
375,0,0,0,0,19,10,11,18,18,2,13,17,573f3168d700ea000ff433a6,599c1130638529000144ffdd,5f8b4560fc6686262722efdb,6616fb992e894124c444e560
376,0,0,0,0,16,10,13,2,18,13,17,10,6643c274bfc790efff3b48e4,5590722dfdf99b729d4f6931,5d89106d1719af0001ee23e5,62fbe5ddb38a3cc80a556086
377,0,0,0,0,10,10,12,16,5,11,16,14,67ca0d493f0094aaecca945e,66ff0567c58e0ec1def9cf04,5fad44ce8b587c0008f18de1,676572cb37fd7bc2394e36e5
378,0,0,0,0,16,22,16,8,14,0,24,3,664dfa7dc9b2a0473cacdd81,58a0c507890ea500014c4e9b,5cf3ad4f392ca3001a118064,6626aca000aab07fdd4147c0
379,0,0,0,0,1,10,12,11,2,10,5,13,66ed25ce5114149b9c97e578,66719e649384370db5e1b1c9,666cd244c4e9f0b3a060c2c7,62dae9763359e31a959f1500
380,0,0,0,0,12,18,20,13,12,18,16,4,671aa35d6eb9ae1f6a668144,5d4aebdd54ad1e001abee843,66880bd9fc1509787faaa118,5eff51c5bfbd094cb6252800
381,0,0,0,0,1,32,10,10,13,24,9,14,67e1a0e3b80e6bf22c22c04a,67815e0b4ef6efd99bbeb2e1,65fb580ab7fbb2d518ee8eaa,62a999b8ed876efe5ffe9599
382,0,0,0,0,8,18,8,4,11,10,8,4,65293c257003399b27cc1eb5,5ee7dd7349c24c0c91844d36,6089ffe91e9582040930a21b,5fd244cf39e5f7082808979c
383,0,0,0,0,16,11,16,10,16,16,17,12,6704539fe462b87182866f14,5b405bb6c2e38100017612bb,666ac360617fed316e270784,668dcba371d7ac60f95d1b5b
384,0,0,0,0,2,9,16,2,12,9,17,12,5e3373696bf31c344217d6e6,5d853d4eecc7dc001850467f,571a5ade6a1c6300094bb620,5e122c6d6887bc8b881c4426
385,0,0,0,0,18,10,17,17,18,16,13,20,5b91755520257e0001ab1a0b,5d8aa167b7feb8001af39ccc,6658c56898569e477b21d4ac,61099879ad45eb8f3c0db110
386,0,0,0,0,14,16,18,16,12,12,16,13,675e06422af6e9cb4bcbd459,67ab91052045738410f302e2,66d9edfb2b46f520118ea289,5ea031f7e044e104a205f65b
387,0,0,0,0,11,28,20,5,8,25,20,3,6658734f08a0be4390ddf1bd,66477fadf63452ba73cb1d4f,6001ad0713a0870bca48e9f0,67eafb930e75699288e09213
388,0,0,0,0,6,3,10,8,10,0,18,10,577f70d1454e5400015f1845,62a099bb01ad779df1971ea4,644bfef77d2220b964ca0c30,61333ed3b980f519ee86c45c
389,0,0,0,0,11,3,1,18,8,4,5,24,5ca51f05a15cb1001609491f,60fd8e7667e1b2309cc59117,63856845134e9c850a9e38f7,5e1cdd42b6a96c052d4db227
390,0,0,0,0,8,10,9,15,10,16,8,16,5b9bb0fde43a4800019b52b5,5c65b61fad596e000179ece5,5ce1d069f71e090016ae4a57,5fc880e2e2e6de210e008e1b
391,0,0,0,0,18,7,16,17,24,11,16,9,5e67fbfde2b31a080f114d45,604822031f4666160f00b04a,5d9cb58ee8783f0019c8bd06,666ee8731e58823c1fda4f0c
392,0,0,0,0,8,12,10,13,3,11,0,16,6742a194c1bf31373949a86f,6015cc8c9807116ee723287d,6763fa0e105ebdeec08d4411,5fe9ccf43803bb921592f8ac
393,0,0,0,0,4,18,19,13,10,14,29,10,610d4df86c4abc6b5ced6fa0,62aa3e6e16b472f57ac743a9,5a91756d6475f900019f90f1,6672fb66728df1edb72c1568
394,0,0,0,0,21,16,10,11,17,16,16,8,60bb9dd521d84c33662850ae,57b8e70f35624400013d690c,63d7d8b30e420705f9d5337f,5f92fb66991d4406765bbd20
395,0,0,0,0,17,9,16,12,16,9,27,16,6103e1d7b7c388fda60e0bf6,67ea369e95f5a4a14b11b557,5c8e72856243bb0001dcdea2,60dd1717e164e6d439700cea
396,0,0,0,0,12,9,8,12,17,9,9,9,5c9a46dc9370cf001734a590,67115fbb7f66e154bfe6c800,6617d376619a2b4541498f2c,62aa4399fa1aadf5ab91fff8
397,0,0,0,0,10,27,8,11,14,20,3,8,609d81679bcff493c7d143de,5c2e322b86f8be000162051d,67b8ac4a64ff597388f3fcc1,6007a7996fbeef04ce080f90
398,0,0,0,0,8,22,8,17,8,17,12,16,5fbc110869611208d6fd29da,63f34755e12d7a816ede5a2c,5e3cc69c13cf130bf27d6c94,63b6bda4781d2606cfdbae0d
399,0,0,0,0,16,8,12,24,16,9,20,18,5d61b636d989a4001a236c0e,6759cf4aa98832e7c32a61b3,5cfb77e325ffc100019a1299,60b8a2ea5eb4ad8ae98302f9
400,0,0,0,0,24,10,11,16,18,3,10,17,5bf4afe0b8e9f800014c9c0b,67667c5a2dde32ea7b0b66c7,55b645bbfdf99b1c02906873,5ff8c84b13d09115adf1b49d
401,0,0,0,0,9,8,12,12,2,12,17,11,67acb0cf6c4b279dfa3babcf,675b73a2f8ca714cdf307be7,5d4a077a879721001ade6dff,5ade6e74066c510001d43903
402,0,0,0,0,15,10,18,16,18,8,13,21,63b6c18f4f13282703357493,5edcfa628bac5a0334a89583,655f98627ee2491a2184c294,5b2426bb8b566f0001ba4610
403,0,0,0,0,20,19,11,9,16,16,10,16,5f529a2d59f07c03f6c2f27f,63132c7e0b4733d48ebd42a4,6724e0678e7657376f6789c7,5d29d6bd30fa6f0015cd4a75
404,0,0,0,0,19,8,24,20,17,8,25,20,664da6e4dfb4375fc281c02d,6508adaced024f8da237ff03,63ed0d97a93096d3dbfe8a3f,693ade5aabf4dbfe8904b715
405,0,0,0,0,17,8,16,5,16,0,18,4,655b67877536d232728dfa6c,63106ea4e8fe9c6cd32bf358,5ec705b09b469614f8418b27,6845fad63da7756677508375
406,0,0,0,0,21,13,5,34,17,17,11,27,5e74f8c002c79b0464a51925,56b88bf7e1d0a2000b145037,6110888158573651261c3100,63b3377ca1ccdfc7cc567503
407,0,0,0,0,9,16,0,10,0,12,0,14,648a20d992b7fa8718009072,673550c9e80fcc54f9fff8ea,672ccd77bc2278204fd460d7,5ea6f118ffcc05082764a8d4
408,0,0,0,0,26,8,16,9,18,3,16,13,62b60db44116772a16f6cc69,673fdd7f42e67ec8e39d79e6,62e33513e972718797c9aaeb,67299a3cb9242638dd2556db
409,0,0,0,0,21,7,17,10,17,11,9,16,5fc98dc69c0e724c66f76026,5bb7af73dd840f0001d85935,63d45a7df8f7c19c1dce7c3d,674696d5ad8d317b574a1344
410,0,0,0,0,9,18,18,19,11,17,12,12,6776c9f7191e7c5b39c1db89,5f5406394dd0e713235adea4,5987bfb80e411a0001d83837,67465c29233ddf0c2040ced8
411,0,0,0,0,0,16,18,10,16,17,20,17,5996673d7c41bc00012e5edb,5bd1ebd75c90120001d0f088,672da8c47dddf2de17d21700,66c740207361f403840a7f2d
412,0,0,0,0,16,10,12,27,25,10,10,25,6108810ffeafd39e02b1ee35,59d4fb316cc82800013e32d3,66be7c2b8e62080ff8341d96,564e93659b124900127eb55b
413,0,0,0,0,11,9,16,12,0,12,15,16,678601bc84e8fe5db695b1fe,5bef64b373e44f0001092811,62865e3456c142785cfad2a7,5ddd2a4459b1b0c7509c7a47
414,0,0,0,0,2,10,11,24,9,11,17,16,673a2e12fc7b7863f7d57771,5755aa93d856ad00061548a8,67a5f269529a71408abf98b7,5d45df733641d60001b68284
415,0,0,0,0,11,15,7,8,16,13,13,8,637f8322729ade58ec7229ba,5db1b2202b45640009cfcb36,6776aa5ebfd096ef2a2f19e5,5f08e3eda7b89d16266b0cdf
416,0,0,0,0,12,9,2,10,16,10,4,9,674c867b3e98a96de2cd9b53,664a08c5a2c484ea3a7a7065,5a8351038fe2dc000105efb4,67895c8702d2c30bde3af96c
417,0,0,0,0,20,16,10,10,19,3,16,12,5a82032017ef350001706e9a,604fb38595629d1c47bdd8ae,615200800c7a074171c4968d,6525684f0a285b2386b10497
418,0,0,0,0,18,11,17,8,19,6,16,15,5ec5a64c306f255ec98d5cc1,6347c42aae670afaf618bb62,5e933bbce6812e6768a81eb9,5b5e01bf9351420001b7a83a
419,0,0,0,0,25,16,13,7,16,14,16,12,68b1099dc1f5a7ed6aa44514,65dde169a5400071ec943bc8,5fb4f7b816ba5b1868ac6bd2,652fd6db8f5f2657e3ce2f0e
420,0,0,0,0,14,12,11,9,13,11,16,18,66c5976b0be7cd0e541c6a03,59e60f9a3e4b5a00016aa0cd,654a4e70d54c53b51f1dde61,6568b70075a2e3f099a181f2
421,0,0,0,0,12,19,11,9,8,18,16,11,5f2e72ed16a1ff1e83d98d1b,610ed1ac68f6c344f9a8b17d,6658b182bb57e6360147f2f5,67e866878249c60d7821062f
422,0,0,0,0,10,12,16,10,9,0,16,11,67c0ee3c27278be601aa384d,6749b08769e9ad43df3f085a,608b196b782adb7ce0e7fb87,5f3d63427c561a0f0d0cb09c
423,0,0,0,0,12,13,11,18,16,17,16,11,676784f13fe3594b6efa7e1b,67afa55fbc4aa45a19e07e11,66a91f1e3a41b0165cd9ad76,6274f9115634950cf5970f1c
424,0,0,0,0,25,8,8,16,18,10,8,17,5e306c4316d4ec06c0287a80,6569e8f2c11fdd022b5c6d9e,67d316d18129b9e57d6012f6,55eb04337480920010aa9e0d
425,0,0,0,0,8,11,10,21,16,9,8,16,604516dcb387435f27f3ed6f,5d44afdcad6d110019b0a960,66793d8ecb98252731369846,667036b249e2a326c8617fa6
426,0,0,0,0,16,11,11,10,18,4,16,9,54a439f9fdf99b5010dca84e,68d2ae84d7e98d0bb2416f27,5e1ba4f4e8a6633cb7d29344,63cdf894c118ad4f84489c1a
427,0,0,0,0,16,13,21,16,18,15,20,13,668ccc0547aefd19511d7780,66eeda2bc7d6e9b92b4a81c0,6693a6ffc58de3bb9c5341de,673feeafa80a279f5cc63e33
428,0,0,0,0,19,17,18,16,16,16,16,11,5dd124217c0ebc1a78c63db7,5fb7b496e6359338f16b26c6,62728a4122289635e97d12f2,5ec00f62cf12be40ea6fe344
429,0,0,0,0,24,11,30,16,24,3,26,17,5f4348be761e0a593fde3875,5bdefc2f14b3cd00019d8235,60d70be7f81c4b199acf0f27,67376ab89f1322d144ef3a0d
430,0,0,0,0,3,9,1,3,8,14,8,0,60c75628113cc78734583d3b,60ddb9501708b858e5d34ff5,615e420a23219efe3427a367,647a01eb74eeacc3fb89b87c
431,0,0,0,0,12,8,18,11,8,3,0,11,672b6bc603dcb947d3007e55,5f989990fa1d941a7caebfb2,5a6127f2c0d8360001078f95,666834b8552f0fe3280bf126
432,0,0,0,0,19,11,27,11,16,11,21,17,677e711cdae0199f19d68029,63db810d5460e53ee0e7efe5,6658c6c0577a9b481240fa30,5b35824a975e260001e9b7a6
433,0,0,0,0,11,2,11,16,10,3,9,18,6630e8e34d44debcf12844aa,5cd726aab1fa62001a8de584,6921d83d6d3a4ce70eaa8eb8,6400ddf26e0dd17b08ff9485
434,0,0,0,0,20,10,9,10,16,9,3,16,671e4b927fa293418ae656d8,614e5092e08a3a2d3204ffd2,67e96753bfae841df194dd24,5d4c78071b920f00198e8533
435,0,0,0,0,12,16,13,18,10,3,16,16,6414de3a9662f4529fdd7b0a,5ea8c40504081a31ebd22b41,6706992f8333d548143af1db,6298f0e21abd78cb684b723c
436,0,0,0,0,5,11,3,18,11,8,8,18,60bd0d7121702f9b9967b57b,66046f7689c4f0da055f17c5,580263b8704569000111cd92,5788d88416a091000112be18
437,0,0,0,0,12,8,20,8,13,4,18,11,641081a1261eb10752b72497,5fb0195bd0a22f3783170168,6760c6a23c7512b7ca3383d0,61282ca83be28773ac7c421f
438,0,0,0,0,18,10,11,11,21,11,9,11,610c5b0a0f713891f0d5af7f,671e512cf1a3c214f9eb5f1f,574c1f935bef980010b0a080,5ebe8a7aa71efe03ad4b5e62
439,0,0,0,0,17,13,8,4,17,17,2,4,6658d9826d4ec610f1b0cc33,67b867317a15cc0a14b16294,669b46825041be036247d1a2,5b17642244127b00013f7f65
440,0,0,0,0,16,10,9,18,9,10,8,17,6726a867380108f5d91d0421,651ac208f45cf1745c586ffc,6726f38cd14d8ba8644f2bcf,5fea61ef8929f0a87b6daef9
441,0,0,0,0,22,5,8,1,20,8,5,1,673e1365dd4456c908190114,67eb2f7bde953c130a671bd0,649d7af69b46b6d1ae70f045,628b94feb32e85fd0b5090b6
442,0,0,0,0,9,13,16,10,16,17,17,8,5dde618798981ddcc8e552e2,5dd0b075c944d1174e6e3c5a,612e7ef85edba8d26ef96c99,675338645dd419204d4d8a8c
443,0,0,0,0,24,8,26,4,21,13,17,5,66d6f727b4c2d9e52aa9a626,66151b57090a8ba8ec454009,5b5f15f2fc072a00017da73d,647df8490516c702020f7d0f
444,0,0,0,0,13,18,6,2,12,20,10,14,5722578701ed33000838ba6d,63d5decffe6025fec6a381b0,577a3dfd92c50c0001c9488f,65f684e029d7c63f3338aed7
445,0,0,0,0,16,10,3,9,16,11,7,9,6658d359ad0b7183083550df,610a879e6500d1d653b3da54,5ec7d7d167b0da25d155e470,6761adf900e5cf16c621131b
446,0,0,0,0,18,3,4,2,17,1,1,11,6007421356226920359b5f3e,5d72162aef8b6c00019e19a9,66be3a527e6d4c95961bc002,640851e97f3afdfd3b61e66d
447,0,0,0,0,18,9,8,27,24,10,3,18,6667a6558073abc1cd0e6daf,664b720c4ee85c7c991afdc4,604e839302a74c2f2990f713,5f1dd488e539fb7332723dba
448,0,0,0,0,9,7,0,10,11,8,3,11,67918357615d385cfd59cebc,67125dbf051de48bdd548035,666759608eedfa9942c2709f,678041088952b9da0a4734ae
449,0,0,0,0,9,24,17,9,8,4,14,7,5ea0613bef1e880130b36f45,67002f5d9dbfa2b783bc13fd,55b9a9b0fdf99b6906d2aba4,67ce066d8423f4b37bcbdde8
450,0,0,0,0,24,11,12,16,12,17,16,11,62b8cd151b5fd0f9be7d1f11,63ea52773c5861d1f32c4bdb,5e532bad158f1d33b3473072,663ccb353b6d9966bcce762a
