groupid,gender1,gender2,gender3,gender4,round2score1,round2score2,round2score3,round2score4,round3score1,round3score2,round3score3,round3score4,id1,id2,id3,id4
304,2,1,1,2,17,9,17,8,17,6,17,9,55bb9ae7fdf99b26d27fda01,66e74ca113f609cd2a13df59,677dd12f5a4389f3f9a18e0a,643abe2183fc66157d8b0b9c
305,2,1,1,2,17,9,16,5,24,10,19,4,5ef512f59a0686144b8e6263,62799c326b24bdc32fd8d4b0,596e1edd39e9d00001b7bb98,677c408d383d01121333ce5b
306,1,1,2,2,10,29,9,4,10,33,17,9,63d68acca98cdd2bf385cfad,65fd19896d58d64c0d8cbc3c,66ba32b2a868595bbef88468,663e1af35c1eafe0c29b4fe5
307,2,1,2,1,27,11,16,4,25,16,18,12,5f0f59f3bc44f50f92845a05,648646988a5170373da06a9e,5d0e091ccd9c9300191cb9c9,5d67a2bf6cd320001a36cb6b
308,2,1,1,2,18,19,8,4,17,18,9,8,603d3e53d42711c0d0c38b30,5e9c7d2d4473501a1a826daa,62a2548381f399e5f4f52746,5ea196f089935b04d2ee69d9
309,1,2,2,1,9,16,8,16,2,13,0,16,5ea0627f31802801d5675c08,5c6df5298c5fd30001b83926,672829a7adf1507c6ac0a6a2,66fcdc229c37d1da9d61017c
310,1,1,2,2,10,16,12,21,13,9,18,20,673aa513b26d5900008ea98b,6912179bef81177cf16f4c4c,5ed6a80ac3b8620fd41f5fd6,6658b2da7affbe300577b732
311,1,1,2,2,18,20,8,10,18,27,8,19,5c4d1a6c9ce35100019dbc88,5d5bbd713348d20019c7e832,65fc9f54bf0a6174674f0851,67e069199f5b036960b0cc5f
312,1,1,2,2,13,13,17,13,16,18,14,17,66fd1af87dccbd508244cd7e,66798512ca5cefed438180bc,662d641b6cddce705ad8558e,676aa9c4bde30e11da44f128
313,1,2,1,2,24,13,8,8,21,16,13,9,678d6789735a95ab459fd640,67ca44c542a5ebd3baf7d5e1,5dee11c6d35cc34acae7c301,56bfcce79f7a1e0005fdca9e
314,2,1,1,2,17,16,19,13,18,19,22,17,6655e085b2b827c02d469855,678e3386256d5b8e6ee50cb3,62e94b3be07988f8f0f814ca,600606925db9c892b3939202
315,1,2,1,2,18,17,9,8,17,12,15,7,677495e069e5abd571445a65,5dc860e9dcc83f5d2d85ec67,5f79bca83a2eb65c0983816d,641a43f78351cc4fefe31190
316,1,1,2,2,1,9,3,10,8,14,4,3,5fb7e091a2e58b415d17ab1a,6729bad18d2045651882cfed,671936053fd2824bcf9fe04b,60db380112e336c6450e22ce
317,1,2,1,2,14,10,11,10,17,8,0,12,55e356dac70c7a00052a57ec,5fbfa186195ef82d092dd53c,6612c390357111d4d83571f5,5eb199a14e303b0c423895d9
318,2,1,1,2,11,3,18,2,16,16,15,9,662c299e6db88649ff13ccae,60c6cd8bacdf5d1f27924048,653ab786a5162b73aac38bc9,5dcfa99efd5b280bce1b835d
319,2,1,2,1,16,22,16,9,16,17,10,9,67effc951ce344a94949e0e7,5bcbde9d08a62c0001f86bd0,5e6977731ff38b22e8654bc4,673240707e8c7b39d857214c
320,2,1,1,2,8,2,18,3,9,8,18,4,5b757a03976ecb0001b1168f,673c1f36a2a0f1b3cac7e5dd,653159b776e14d9172042058,63a77363dd6fabebef211019
321,2,1,1,2,16,17,6,14,13,19,9,17,5b0d1b8e444cef0001ca66ac,63483c4522d65d46028da7a7,606ddb0033f69d1a832059cd,67617ff8a1f4fa350af4fbb5
322,1,1,2,2,12,24,10,8,12,17,16,16,5cc86691ac689b0001118e90,639b6f709020ae5b16daad25,5e3d33b27525e7117bd31778,677d3fbfbb2df9271e66b263
323,1,2,2,1,11,7,16,18,13,14,16,16,66732d7c4a68a05d53e7cbaa,5d47976c4f91710001d9fc91,5d260d4255a29b0017698915,5d9b5e2d8465bf02e1190626
324,2,2,1,1,11,10,16,17,16,11,10,20,679160f6e9c440cda559818e,5cf245d4639b150018eb7351,661a9d90ad9d4689a46475c0,6781c04bb4d02ad68a57e4ae
325,1,1,2,2,9,16,16,16,13,18,16,6,6361661d1e9f0ed11a83645c,67e8e0c0be5802df7311d109,59e71a3b1ac65d0001eb47ac,5e13ad514c81b2a01ae4aa9f
326,1,2,2,1,15,12,8,17,9,9,14,20,63da6f2e309a94d0e03079b0,60aff9a6354c706f21c27da1,5c1813d5d2790700010a718f,65ad38a1b4da5762a8907fe5
327,1,2,1,2,15,19,10,9,10,17,13,17,5ec79cbd44972a1fceed2719,6642b776b5dea9fec375aa5c,5763c7d096fd3c0006385bb4,59ef9be762637600014a873d
328,2,1,2,1,24,17,17,9,24,17,16,8,6659d150478b9115096338d1,67377e4b9f092032b4065e91,5fef3d23f0b5edd6fabe8e64,6765e0b23439a746f96737b3
329,1,1,2,2,26,17,13,10,10,24,19,16,63d9cfec2060a424e3495756,5d614557fb93530016803b43,5e740451f1e6520f51f3eece,67c5909039019aa8d07290d3
330,2,1,1,2,8,5,9,3,6,11,16,17,5d403b7d4e509a0019f664f0,6143af8721d1445864c4f6c8,5be1b59a8425f6000141b942,5ea057dd9d15f5000a174d3c
331,1,2,2,1,19,7,16,17,22,13,17,20,66dd097265650e0dec23231f,652d8afc5aaab078ef2baeb3,6728332a47c2c47f9daef26f,63db79878f04250ca75fbcbb
332,2,1,2,1,9,19,9,16,10,19,9,28,66f6f78c68246dd27f4dcc05,634842a70942fb4ba6aa1e88,628b938b2a14e5c3e9ede879,5ee55d2d0eccfc2a733ad0db
333,1,1,2,2,16,20,10,19,12,16,10,12,6009f30d89becb1172102508,5ee267c69586fe718ee7c582,5bf408f7f35e0c000101693a,648978eef0a4e73b67c9c153
334,2,1,2,1,11,11,17,15,10,8,16,13,65bf9aeb592e888df327d648,6726558da95ea55243442861,60e3909f3ccba8f4df5e5848,66f5cadfe40f1d62e26ffdd0
335,1,2,1,2,12,11,18,9,16,18,17,15,5ba22638474398000172c47b,6655f13e04490671e36a8dcf,676c9fdb29eb6558c47a3a25,680e1b9a36b987121bbc9c9a
336,2,2,1,1,9,17,18,14,9,13,16,9,65f860a1ab03181926bce465,5e0571b7e297d5fa932cf415,5a5f4571f6c5170001954a38,630b7edba049cf405f50aa89
337,1,2,1,2,13,16,16,16,24,10,16,18,586d6b28de1cea0001f7a125,677d6b29b44ccabd2fce33cb,63d161e70272bba9f3f70980,667c80ad23f9daa7c9e0470a
338,1,2,1,2,12,16,24,11,4,17,29,2,5bb356db42eb6700017d5196,5e9f6d2a0f600f0dc07ea1f8,63f77983c22478f8fb1d79a8,5c0558b8553fb80001191980
339,2,2,1,1,18,19,3,8,13,13,9,5,6772e6e99175cf9e55106a7f,5d30c1a3bb673e00016b0520,609551c1ade88f8463666fb8,675662c8da055bc788c8a805
340,1,1,2,2,8,17,16,2,13,16,13,3,62989737409d018c733483c1,6303804fd94877a252e0d82f,668f8d7343028ae0faa7a907,680c0636408121caf12fe0d1
341,1,1,2,2,9,24,0,24,16,18,10,19,582468295f4d1c0001c7c467,5bed755fcca71f00014111e6,66f32de71d068e5e4cb2ec86,5d4bf8571348c800174c6ecb
342,2,2,1,1,13,8,9,13,16,8,15,9,60cdf65714fa74a92ab98644,67870824e02758bc16fa96f3,5807b8dac7b1100001138e89,6633e281f08a156a04a3379d
343,2,2,1,1,17,16,8,2,17,9,14,8,655fa05b1303f59972ea6555,6776c640c441a770cf2f7db5,677f6487bec60283d8518ead,61646e7ec3accfb9d8334ad5
344,2,1,2,1,16,18,8,9,17,18,9,10,676df4319d4ed64ca5e20cdc,5dd6d2d11228d9667276c3b7,66324dc7cb5ab43fc8b19566,5e79448b2645050ebe52051c
345,2,1,1,2,22,18,3,9,17,17,5,16,6544fd23649b492ec6242947,63e81d80c54091b652b1b8e7,67cdf158555dc24e9c13714a,60f154e3b41e8202276ccc73
346,1,2,1,2,9,11,16,10,10,10,18,16,66fc2faee6c238d0637d8f69,67c9debfa21709544f941ce0,5cd1a622fa7c8b0001a48044,66e39617700f6ac648af2498
347,2,1,2,1,5,20,17,8,10,12,8,12,5b91a7f012fa940001a30997,6615aed03fed011950173323,66d2537675f4f1fc0aded926,59dc80b77f3d71000171d3c8
348,2,2,1,1,14,12,16,13,14,8,8,16,5942d73df8bfc00001985c3c,681472b129f35dad5de67837,6539136dbf3e86f94f401083,655b6a0d11066d07716ab0b5
349,2,1,2,1,5,14,16,12,4,14,17,27,670197e22686ef23040f5462,66a261c8cd2d7a18cbe95b9a,627966f3451caac7a46ca880,605794cd71c6264c6798181b
350,1,1,2,2,20,19,23,16,18,19,20,8,63eda5a4a87d8bd73853fa8e,5d7f74f4ed58b60016490887,61486ad7059377d6f08fd91c,66b527207f451bf6e0f07cac
351,2,1,2,1,8,10,3,10,2,12,11,10,6662f201ccf41c36e7408562,63d14977a22dee1760f8770d,67c785504b8ce5233217d7aa,67e711daa771e0a8ad8c36f6
352,1,2,1,2,10,16,18,1,8,17,10,1,67d21364aa4dc87ecd8f3f1b,65ae75b0066b2d1c8156bae2,67f29249f806e5d43bd01798,5cf3ce21392ca30016117ebb
353,1,2,1,2,24,16,18,9,18,16,12,12,665a096c84cc3333351bb239,6658c5911429bc1ab0372a89,6693d038420dc55a645ed843,5dbecb5e30c4d737494efe10
354,2,1,1,2,9,10,11,2,9,11,14,8,664f7217d63b2db66feb4333,5c1b7b36960792000195f33a,63052f20afc39e87110eb83e,66aa8dcfbc121dcef0433ecf
355,2,2,1,1,29,9,20,8,18,13,11,0,61fa9085d42cb19beec4915d,678566c2d8d97d8e408c6384,6772ea8aacb21b017a2069e2,6824ca9431d5202089ce433d
356,1,2,2,1,5,18,15,16,16,26,18,16,5ff45beefdb6e6b063b4c520,5c5cad876d0fe50001f0390c,6774178b928c3f8366f4c2ef,6166c2849af8d8e1858e3b14
357,2,1,2,1,9,13,20,8,15,9,16,9,62b4370c9a89e5a09c4447de,615ec4f34cb81d7e58fa144c,6659f601d56e7e7f20ceb67d,5ef37e2ca184db0e6896d19b
358,1,1,2,2,8,9,11,16,8,13,16,19,664f846220375730049a406c,5c93bcb1b2648a0015255c4b,6146548679f86b7cb069e7f7,5bbd0782ba8d7d000194dcc4
359,1,2,2,1,17,17,16,14,16,18,9,17,63d3f940fcdb352e6bfd9715,63d7b16595cb392c4501cc1e,66a94c224273fab59f0b2c71,5810dfccaba80400016f13ea
360,1,1,2,2,19,13,20,12,15,18,17,12,629dd4199343d7710fcdb39c,5797564b70c76a0001245734,5b6db242d2eae00001934fd9,66def1304e37adb3349f648f
361,2,2,1,1,11,18,29,10,16,9,21,16,6733c3dc70fb8db74ca732e3,5dba0ce7001ffa06b367c544,672fd24711f758e7a04ac043,67254fcd428ad2813fcdcd94
362,2,2,1,1,17,12,18,19,16,17,24,24,60d3b417d47497f6ae55273f,60c20abfdccab926283d8f7f,63d466295bd9af16a5e3437b,5b70d5cf48302c0001ba0771
363,1,2,1,2,16,12,25,10,18,12,21,6,62ab399e15b98baaf3099d60,67cf0c70aa43b13b6168ecbf,66338f4346e84e4f0469bc21,67e1d85800cb3a05eae74bbf
364,1,2,2,1,12,10,9,18,17,15,12,17,5eac3c1950fecd25d2d6d5ed,676062b507205eb7b42c2a24,5c1ebf5f658e9200017ae7e9,5c1655c7ad682500017070d2
365,2,2,1,1,14,20,10,10,8,13,16,15,666d914c8a386185e18db071,597fe89a1b41a20001749f57,5bf3150128e0b90001cabeaa,65b92135e296f28cb1a093c3
366,2,1,2,1,10,4,18,24,18,8,11,13,671fae2215cb796cfc9d1207,66b507cc1a7e164991afbe17,6443ebb84fc33e703937a6f9,5f53be789fbb966fe0d97f07
367,1,2,2,1,9,12,17,12,13,8,16,14,67c70ef486c8488303c97ed5,5c56025fcb61950001038a76,6609a35ed745fef53c0c1034,638612440ec47409005d14da
368,2,1,2,1,6,16,5,0,14,10,10,5,6762b4b35727c93b16762405,65995e16bdbcee787c8ffc8c,6447b565df936347833ab73d,66a6563f5b48ef9ac1d41881
369,1,2,1,2,7,17,16,16,8,10,18,19,5eabf74457f54b1ec1692eeb,63e55f03b3c1f7481cec6eb9,66fa8891ce6034e440bb5ec8,62e02a2a855dd1f36566ea7a
370,2,1,2,1,18,18,16,18,19,8,16,18,5f7dee73bc8c8b044cc73e18,6278270bfb2439bf3abf192d,63d408a690705bd9c54c50a6,63614899ad49a91f1ef09067
371,1,2,2,1,12,16,16,11,18,14,19,8,615dd5ed4fd5b2c64eee7e99,66684b1580d4a4d68d9f6d16,62c9ed717a2882d689eb27c1,66f283b0d2a9a03573017956
372,1,2,1,2,8,3,13,14,9,9,13,16,63d5115ddc01107ef6d6c988,674377f77b539c33d343553c,60535adfff835194160cd3bb,64677608fcea37852641c1d5
373,1,2,2,1,12,7,20,18,19,11,23,18,5d953b22b7555900159f2913,5aa462af873cda00010d5b51,67099bcb59199185f719e426,5fb5f30ab74f4b20cdd41ec1
374,1,2,1,2,0,20,16,0,10,13,18,10,66ca2a3bbe8922708f5c903d,67373868b474298955804752,66a8f82143da40a6b126975e,5dcdb60be64aaa07c14065cc
375,1,2,2,1,20,15,9,11,18,17,11,19,677a1996c7c9403c1d592da4,5e99c8efae829502a02f6fc8,5e372dfecb3c096c83115563,66d1fdd400acfdbc181f41e0
376,1,2,2,1,13,17,8,13,13,16,6,9,63457ca6ea7e55d2491ec3fc,66eada82e2a59d472d2dd086,66537b0010ca11939058e52b,60ebe66b7b32aea5c8a892df
377,2,2,1,1,16,9,13,16,8,8,17,16,6775aacf5a466dcc31d5b368,6685aed20b0f1e245329031e,63d3fb4fd3c313dca0920312,674872ead208fe132ec3f4a4
378,2,1,1,2,4,8,16,18,8,7,11,16,671fe888253de02a5ed58177,67d1d172e049a486152a5ce9,5c51c71e556ac300018be1b7,612f4efe7a2e36e60e3254a7
379,1,2,2,1,11,15,17,18,13,15,18,17,66fde30b007e7c1b3f94c591,5e38e49a8445881060c60eaf,673ccb0691efe91cd015dcf7,655505e7a601c885f69e29c2
380,2,1,2,1,11,9,5,22,11,0,8,19,5b0b08941e55760001b94b98,60c5165878a82f763c29536a,607ddc576718114dea38841c,594a969df0ea1b0001558178
381,1,2,2,1,5,16,1,13,7,12,5,11,675354c455030f7ac6a19d47,678c712ee0a31cf51476dfca,65fb799d1bb244733095cf20,5800eb53beccf8000100cb06
382,1,2,1,2,16,25,26,10,20,21,18,18,5a00f2cdff266c0001d1f42c,67215f2922159d42abf932a4,5f6f6363bc475b4ef318efb8,68483d40185598902b719f20
383,1,2,1,2,0,15,14,7,8,11,11,8,5c7bc3f0ca5d980001408e36,5e170b9ad51cf301722d91d2,606f9bca353fc36aba9ccb8b,66abd7d501b21036f9f9994a
384,1,2,2,1,15,17,13,12,16,16,3,12,668d6f9d885ecaee43b116ab,6764697d9d4afb4e6bfe1c4e,66d5d36f0cd4bfbac8550351,5f09db2ef3557806b03a9b8b
385,2,1,1,2,16,0,16,18,16,8,16,25,67f000137a872d98794640b1,66acbaf5c803ca1a1ef3f056,5b228fcf50fde60001033592,665a0857a0c87db18a268c58
386,1,2,2,1,3,11,18,26,11,16,16,24,5ea979685178b007c99e620e,6128d76bf2f6b1df98035506,6652bf7eba7a8a81e1d1679b,659ea43fea7c0cc45bbe771f
387,2,1,1,2,23,14,12,11,22,19,18,10,5aeb5aba7ed5460001572dad,6005f8260fead291c70fc06e,610b64dc95ff0ef5b5b9ac6b,67ccf5aaec16501a9fec7097
388,1,2,2,1,16,19,11,21,9,18,5,16,59e481a5e75b450001a690f9,5c7c1f95e926fc00160b4b45,67c884eb5f8d6be1e033a0ea,559d75befdf99b1e2b2dc522
389,2,1,2,1,6,9,18,13,2,10,14,16,63d420b1d5b7dc6a3a4c50aa,6634e412b6aa88d8efcdcf3c,59ff1a23f2e3460001eda6d5,62e4fb6ad37e7941bc6dda4f
390,2,1,2,1,8,11,8,1,12,10,8,2,60d6f4cb73fd348e166830b2,5fb274f5557bcc848df4293a,5c88cfc680858000011363df,66fcc3a673471394133c1d2f
391,1,2,2,1,17,5,9,11,20,3,16,17,663e36ac904985495d25393f,5e3a9e0dfbce8a296258c297,6786ac16415168abd9f21d6b,665b26e1aed20c57d074d0fd
392,2,2,1,1,5,18,15,20,9,21,21,25,663631e9a98cfc7ea17bbde6,5f25681567da711e51c043ab,67ad9cde850439d06ff7f242,6630e0bef38970842b80cc06
393,2,1,2,1,18,13,20,21,19,16,15,21,673f0826724d5a6805a38bc8,67006a23de43db9f90b363d2,5e46ff334267181cd82562e0,5685850c333cbd000d4e042f
394,1,2,1,2,8,16,2,8,10,10,6,5,659ada02ac94d554396360f9,65f284445bd9d57a7c6c634f,6318e2c61780455450fe4199,62a3be0d93b8dd1e69b4317d
395,1,2,1,2,16,13,17,17,22,10,18,5,66ae0709d8dd8981a2d6ee04,5f072bda6cd79c09f05284cb,5e32db8f239ceb2a8e57d928,65d506eb63cfbf1718c20879
396,2,1,2,1,14,20,10,8,17,18,16,9,6719428924b5d55a3749dd65,60a4efcabe6d8f29513a5258,5fefa037c9707d2dde068a38,672be724a1f9a800fcbd3d02
397,1,2,1,2,11,8,18,6,12,2,13,8,66be78ef3ca75af1251ce936,666601cef955d69a64aa5e8f,6773e0b40f0b2ff8e3f09da3,5ee235163a959e2d31a0b521
398,2,1,2,1,16,9,8,6,16,9,6,2,6676f27aa0f8e728925fab55,62926f5a375553f13d68bc92,6658d66a5e45cac0aaeb54de,5991b5cd7d29e700017303bb
399,1,2,1,2,4,16,3,11,8,13,1,16,671038fb26ff82aa6081d040,675f3be0be195f020b9fc600,672c18b9a6c9d7bb286cd039,6148b597f5f939a93d3b9745
400,1,2,1,2,14,16,17,16,12,19,16,14,63fcb1bc5430196e4e652913,66951ddbfab86d4133dfb14a,6773d379776c921aa20c5d65,5cb77fa063c0780017857c2e
401,2,1,2,1,4,24,13,8,9,17,20,26,64d1362c539c9befa2bfc914,66e40208442e7106cd47bfc7,676062bd3b691e331d55b3ce,60d991b9d1168504ac7b5136
402,2,1,2,1,13,14,2,18,8,10,1,13,5ec99f86f5c1124c0c518fa9,612266b4f9ae4a5d04a21dd4,66a9fd2b645b325705af8c79,5dd31871c5faa232d3c20365
403,2,2,1,1,16,12,17,18,20,9,16,14,678e978dfeca0ba2fca8109f,669028d1990801c6ac1ce54c,668dc66f629802c9570027e6,5d963188ed650700146ba4b6
404,2,2,1,1,10,20,11,13,14,24,13,11,6658d06ebb57e6360147fbd6,6760543367c90a33716225be,647849063b9fd9be24803727,59ef022eae9f950001d84a43
405,2,1,1,2,12,14,19,8,16,17,21,6,6310ccbda708843d8c079b6d,665ba6320399db768cb43621,5d776e218a8d1d00166d36a6,63c729dc513a1d0918f99d98
406,1,2,2,1,11,16,13,28,10,24,10,21,643dca3c6518c6dd819796f3,667ac006811ee1f6ab6be9cd,63a3375101319bb7cb39f654,672c6d81f10d775112a46f36
407,2,2,1,1,14,10,17,25,19,13,16,19,66c5118758e462c3fe742d2a,678ff750175fa91b6ee9c424,6693cc5c2454061c0414ee05,5eadb9ba99443b0a80211eaa
408,1,2,1,2,11,1,12,25,19,5,12,20,5f02f1d7afde3746b6ce5117,5e9409cd1dabe7246810c3b6,62a74daa695f792361470dd1,5f985f3a4bc1cf120675f408
409,2,2,1,1,16,9,11,7,8,9,12,17,5f111456d672e8471ca03f46,5e47c3608b051d26181ccf1c,605269ed69c7aac84a09dc72,59b859e711212f0001cd10ff
410,2,1,1,2,1,11,17,3,16,15,4,14,65e990a5e84fc2e731294e76,647003e9da103f564525356f,5abf3b30a3ba7a0001b46efa,5f3ac1732efa0a74f975b1a8
411,2,1,1,2,10,17,18,9,11,16,16,2,66ae2abb793b4c0a4aee5986,607826462aaaafd8801142ba,64455cfdcc83f30266ad2345,66a43750c7952eff6a2099dd
412,2,1,2,1,14,18,9,18,3,12,16,16,671b8aa1c4ef721a8f684d2c,674f598ded47fd75002ee276,59d4c100078dbe0001951236,59d395800118340001369be1
413,2,2,1,1,11,9,10,5,9,13,8,9,67be395c30843acc70da3078,5be097554c397b0001ec38a6,5e789ca247422a42289e33d0,678999ae711e51b34f896a93
414,1,2,2,1,4,9,8,23,4,10,5,24,675c96124915bd60cd4720e3,5a70b6b882968f0001a6b12f,63da9d744c860382808770bd,58cdc4790b6a0e00011d822f
415,1,1,2,2,17,17,5,16,12,14,6,19,5cbe1e098f939c0015c0b9d8,66b4b315e01eaf4739f7ef6a,5f60fa0a0543ce036fa68ba0,5c40134b1580e900012320ab
416,1,2,2,1,18,16,12,11,16,16,20,16,654cec9d03f822b4b2b4133a,63ea6344bf5cfafd40b0dce2,6641059cdec71f7b7d5a5e2b,6114ba31072fc0bcc226b89d
417,2,1,2,1,20,3,12,12,12,10,10,13,668f6130990b08808a88e031,5fca1ed870a25c585f1a7515,6278f2c1db1a5b8b12b94a21,5b82e33f184f45000155f0ba
418,2,1,1,2,11,19,11,9,12,10,24,4,5db6fa3b20430d000d2eb752,55b5f6b6fdf99b713277dc94,5e3d91a08dfa83000c9f4d36,6773d791b883cc0373479a9f
419,2,1,1,2,9,17,11,4,22,15,9,11,667eb91e3db4b82021840853,647d380660e059e1612303e8,60e990a445aa4bae855c303f,5d7fea714477a000012cc297
420,1,1,2,2,12,16,2,19,11,16,9,19,66921484ddb4167a6a923c12,5a9c91196219a30001f534a5,59d4e426c618a50001cf5cab,672a7ec6cb34337d67183fa0
421,1,2,2,1,16,4,16,24,16,10,11,18,67f7f883cb3cd4c0f5177411,66cdf006dc37b68c08c84ac5,5be4c8d0d4079000014c0998,5c651332bcb1b40001864762
422,1,2,2,1,17,9,8,16,17,19,16,10,650affc9502d6cbe607d5a7b,5cce9b46b09ec90015f3ef05,590dd1c5584166000110eb16,5de21543762dc22548c937b3
423,1,2,2,1,11,11,16,16,9,6,17,13,66c20b634a3b292d25596fbc,5e94acdc3d1b5780b00d12ff,5da8566c033d5700135798fb,6658d40b7c86929c183cea9b
424,2,1,2,1,12,19,10,8,9,17,11,10,66f1f92f032450c7886a2e58,669a88248079035630cd7587,65c2ae40c10cbd17296e6914,605731872f40ec675cdf1f0b
425,1,2,2,1,12,13,9,9,13,16,10,9,5f061f46dc944614ea1be5b9,5b4ec32e995d4e00010944ce,673a98f83ca992e2bdf1d4f3,6678813aec86d687a654dedb
426,1,2,2,1,16,16,16,16,18,20,11,17,5e9f383061281c0c4c598dc9,5b99663d4cefb60001e7a214,5ef660beebde2833d8492e58,62ce9e5c0d6c8df3051e01ea
427,1,2,1,2,12,15,8,24,14,10,4,18,5b4b679dff74970001256d36,5eb400dfeb119a1f67e22297,63cff02ee037183a8c260ea8,6659f77ee4fd69fa455cc86a
428,1,2,1,2,9,21,15,12,11,17,15,13,638a66471585cb7583285740,665e750c97f12272bd9ab99e,6235d96c087939dba5586d97,5c98db753df5fc0016e3baed
429,2,1,1,2,8,4,21,11,8,0,9,12,5e2f5b28129198070e2996db,63469662d9e84d379f52c166,5f5a58d01989290efa8e09bb,6786c02b927bff134b80264c
430,1,2,2,1,12,24,9,19,9,14,13,12,66f1d62ce54efcda7566bed3,66a82ba9951d0f5503746ec3,6745f73ee7541460adbabcff,5b472672d4c93b00019bbc49
431,2,2,1,1,9,9,14,13,12,10,16,16,672a519dcb34337d671833ac,6606ce9c3523446ed5777300,653bee4e20de33bbd08c46c5,5ffb8c5b60571908f3ac19fa
432,2,2,1,1,10,9,35,16,16,16,21,16,661d4230dd564f5f2a226612,6064a0185b9ce0ca98b5e791,629f2a9c3effb1dc81c49116,67803a05b60a2727e9fa85b4
433,2,2,1,1,20,14,21,16,20,9,11,18,59e71a97896cfc0001921899,5c8d4db8c6eef00001bd2510,5c8e05e7aa473f00015e5fe7,5dbf5fe16849043f135aa2c0
434,2,1,1,2,11,10,17,16,17,16,17,13,667fa8cc69c7dda35b75cd14,5aa04de4dbdb470001ef1dd5,66a208fff5715f2926f70289,5e38777a87243b095c67543b
435,2,2,1,1,11,6,13,17,16,5,13,10,607f179ab5b13c7618778498,622f7f35376a1f92763ddbe2,601fd27860b197531ca7bdcc,5bb5ddb068558a000125ab50
436,2,1,1,2,15,8,8,17,11,12,16,17,5a2846ceb4a5de00011af418,6142013d4dd8ae5ca2b4329b,632b9d9bc38454f47019295c,5ed68c770e41400dd0056c55
437,1,2,1,2,17,16,8,16,18,15,10,13,651eea44194fa8c200606af7,66927c8697feb698d0b600d1,67315b4e31944aa214d27e9d,5898e520979a590001d21df2
438,1,2,2,1,27,10,3,12,21,9,16,13,5af3aa0e97a14300017d3c6e,631647a0bf6e0dd403e171c2,652d8a4cd08c6435db58fd9b,614ff24d1d1982c8442aad56
439,1,1,2,2,8,19,9,24,11,17,16,14,672c33aafed3be2f2a6ccfa0,5fe11e55e66d7fb4fe5629d5,6599760dff590951e558d1fc,637f7e8a1ba8e6e1cc969beb
440,1,1,2,2,18,12,8,16,22,14,9,20,5f6e76757befe43b22307387,6634e135e21f434b89972882,663401ce98e411fda23aede9,65cead31ddb7be095dddd3ee
441,2,1,2,1,5,1,8,20,17,0,9,18,5e62dfa2819b9d079c91b6d2,66ae2a8f58c3485c675da734,5eac3dc896a6242689110c31,5e62b7646cf0bf04667c8683
442,2,1,2,1,8,11,29,7,9,18,24,12,666ad9cd9e785efb19474220,64727ea9591087aef21f3dcf,65998003547f20229a90f812,67e051d5736da524dbe7a0c1
443,1,1,2,2,19,16,3,25,18,23,10,21,66c0d9ef3c9b1d596446f813,60b36a96346dd63678e6cfe6,5f96cb0772cd93035c5914fb,6785afa8e35496081ab1cd5b
444,2,1,1,2,8,24,11,9,11,20,10,9,681269c2ef9ca43142682cf6,66a0d2b35975ab1d10e81ebb,67081ef77f9b5aaceef957c0,6171849094893d838e6e6f62
445,2,1,2,1,9,16,16,13,16,12,1,17,663388f6d4e404ce37e9b350,5a0e9f5c9b760100013a7944,681561229a9918d9b5803acc,66e0c0a1fab28ce6352ae19c
446,1,2,1,2,18,20,18,12,16,26,20,11,5ade0203066c510001d42abf,5f25e860dd98342ce97e7403,65edebf1c2c09681c2b91185,5f1ad337b6464a21cea3a611
447,2,1,1,2,16,15,11,10,16,16,13,17,66855d242110c5a64bff991b,5b4ce4c8aad40700014ac066,673bea21bb668bb18579ac22,67152e342de7c1bca617e3e0
448,1,2,2,1,24,9,9,11,18,4,13,11,66bb0ec44b4fa902e18f445c,6717fca726a4dc3a00ad40db,5e1465b599b282a6feec000b,64416693b9184dbb9b169324
449,2,1,1,2,16,16,17,9,16,11,12,9,665762fdab6df18f5032505b,66dcc0e54f44ccecf2730c76,676e6f5eb2e5690f74382e58,5dc0257aff9c98465fc57ada
450,1,1,2,2,16,18,17,9,12,26,14,16,642c017454a2ad4b871f3dbf,6122548871de12f3a454e5cb,58a43e029a17120001d910d5,66058651f9c5fb6a8dba7633
